,Indicator ID,Name,Measure,Measure Info,Geo Type Name,Geo Join ID,Geo Place Name,Time Period,year,month,day,Data Value
482,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,302.0,Central Harlem - Morningside Heights,Summer 2013,2013,6,1,21.5
3206,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,304.0,Bushwick (CD4),Annual Average 2019,2019,1,1,7.1
3810,375,Nitrogen dioxide (NO2),Mean,ppb,Borough,5.0,Staten Island,Summer 2018,2018,6,1,8.2
10244,651,Cardiovascular hospitalizations due to PM2.5 (age 40+),Estimated annual rate,"per 100,000 adults",UHF42,101.0,Kingsbridge - Riverdale,2017-2019,2017,1,1,10.0
8778,642,Boiler Emissions- Total NOx Emissions,Number per km2,number,UHF42,303.0,East Harlem,2015,2015,1,1,50.1
6724,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,407.0,Southwest Queens,Annual Average 2020,2020,1,1,5.9
8442,386,Ozone (O3),Mean,ppb,UHF34,209.0,Bensonhurst - Bay Ridge,Summer 2019,2019,6,1,30.8
4475,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,304.0,Upper West Side,Summer 2020,2020,6,1,7.2
7575,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,105.0,Midtown (CD5),Winter 2016-17,2016,12,1,11.1
10222,659,Asthma emergency departments visits due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,401.0,Long Island City - Astoria,2017-2019,2017,1,1,23.0
7518,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,103.0,Fordham - Bronx Pk,Winter 2016-17,2016,12,1,8.1
13339,375,Nitrogen dioxide (NO2),Mean,ppb,CD,501.0,St. George and Stapleton (CD1),Winter 2011-12,2011,12,1,21.4
14643,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,501.0,St. George and Stapleton (CD1),Winter 2020-21,2020,12,1,6.6
6841,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,303.0,East Harlem,Annual Average 2014,2013,12,1,23.8
4737,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,305.0,Upper East Side,Summer 2018,2018,6,1,19.9
12845,643,Annual vehicle miles traveled,Million miles,per square mile,CD,404.0,Elmhurst and Corona (CD4),2010,2010,1,1,100.0
4161,375,Nitrogen dioxide (NO2),Mean,ppb,CD,101.0,Financial District (CD1),Winter 2016-17,2016,12,1,30.4
11191,375,Nitrogen dioxide (NO2),Mean,ppb,CD,204.0,Highbridge and Concourse (CD4),Annual Average 2011,2010,12,1,26.9
16461,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,208.0,Canarsie - Flatlands,Winter 2017-18,2017,12,1,7.9
563,375,Nitrogen dioxide (NO2),Mean,ppb,Borough,4.0,Queens,Winter 2015-16,2015,12,1,22.5
5033,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,104.0,Clinton and Chelsea (CD4),Summer 2021,2021,6,1,10.0
14665,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,309.0,South Crown Heights and Lefferts Gardens (CD9),Winter 2017-18,2017,12,1,8.5
121,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,201.0,Greenpoint,Winter 2010-11,2010,12,1,32.2
12238,645,Annual vehicle miles traveled (trucks),Million miles,per square mile,CD,110.0,Central Harlem (CD10),2019,2019,1,1,3.5
14718,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,503.0,Willowbrook,Winter 2015-16,2015,12,1,18.3
4222,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,308.0,Greenwich Village - SoHo,Summer 2010,2010,6,1,13.7
219,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,410.0,South Ozone Park and Howard Beach (CD10),Summer 2009,2009,6,1,10.0
1661,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,308.0,Crown Heights and Prospect Heights (CD8),Annual Average 2018,2018,1,1,7.3
8702,655,Asthma hospitalizations due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",UHF42,302.0,Central Harlem - Morningside Heights,2012-2014,2012,1,2,46.2
3847,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,206.0,Belmont and East Tremont (CD6),Summer 2020,2020,6,1,7.4
1021,375,Nitrogen dioxide (NO2),Mean,ppb,CD,414.0,Rockaway and Broad Channel (CD14),Winter 2014-15,2014,12,1,20.6
17181,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,306308.0,Chelsea-Village,Annual Average 2019,2019,1,1,25.2
12866,646,Outdoor Air Toxics - Benzene,Annual average concentration,Âµg/m3,UHF42,107.0,Hunts Point - Mott Haven,2005,2005,1,1,2.8
2883,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,203.0,Bedford Stuyvesant - Crown Heights,Summer 2014,2014,6,1,9.0
10789,375,Nitrogen dioxide (NO2),Mean,ppb,CD,302.0,Fort Greene and Brooklyn Heights (CD2),Annual Average 2019,2019,1,1,19.9
8567,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,101.0,Financial District (CD1),Annual Average 2015,2015,1,1,10.6
14404,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,211.0,Williamsburg - Bushwick,Annual Average 2015,2015,1,1,9.6
17941,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,301.0,Washington Heights,Summer 2012,2012,6,1,18.9
9692,386,Ozone (O3),Mean,ppb,UHF34,501502.0,Northern SI,Summer 2022,2022,6,1,34.6
5664,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,407.0,Southwest Queens,Annual Average 2017,2017,1,1,18.0
6204,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,104.0,Pelham - Throgs Neck,Summer 2010,2010,6,1,11.9
667,375,Nitrogen dioxide (NO2),Mean,ppb,CD,109.0,Morningside Heights and Hamilton Heights (CD9),Annual Average 2017,2017,1,1,22.4
9857,386,Ozone (O3),Mean,ppb,UHF34,501502.0,Northern SI,Summer 2020,2020,6,1,27.9
17693,375,Nitrogen dioxide (NO2),Mean,ppb,CD,404.0,Elmhurst and Corona (CD4),Winter 2010-11,2010,12,1,33.1
4886,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,108.0,Upper East Side (CD8),Summer 2014,2014,6,1,10.5
15802,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,201.0,Mott Haven and Melrose (CD1),Winter 2013-14,2013,12,1,13.4
1259,375,Nitrogen dioxide (NO2),Mean,ppb,CD,313.0,Coney Island (CD13),Annual Average 2020,2020,1,1,13.0
15065,386,Ozone (O3),Mean,ppb,CD,317.0,East Flatbush (CD17),Summer 2019,2019,6,1,31.8
13326,386,Ozone (O3),Mean,ppb,CD,207.0,Kingsbridge Heights and Bedford (CD7),2-Year Summer Average 2009-2010,2009,6,1,26.9
17626,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,301.0,Washington Heights,Annual Average 2015,2015,1,1,9.4
14277,640,Boiler Emissions- Total SO2 Emissions,Number per km2,number,UHF42,107.0,Hunts Point - Mott Haven,2013,2013,1,1,3.3
16303,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,102.0,Northeast Bronx,Annual Average 2018,2018,1,1,7.0
4712,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,401.0,Long Island City and Astoria (CD1),Annual Average 2013,2012,12,1,8.9
6538,643,Annual vehicle miles traveled,Million miles,per square mile,UHF42,211.0,Williamsburg - Bushwick,2005,2005,1,1,44.2
15037,646,Outdoor Air Toxics - Benzene,Annual average concentration,Âµg/m3,CD,314.0,Flatbush and Midwood (CD14),2011,2011,1,1,1.4
14296,644,Annual vehicle miles traveled (cars),Million miles,per square mile,UHF42,308.0,Greenwich Village - SoHo,2010,2010,1,1,107.5
12285,645,Annual vehicle miles traveled (trucks),Million miles,per square mile,UHF42,104.0,Pelham - Throgs Neck,2019,2019,1,1,5.3
5643,386,Ozone (O3),Mean,ppb,UHF42,306.0,Chelsea - Clinton,Summer 2014,2014,6,1,24.6
1223,657,Asthma emergency department visits due to PM2.5,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,410.0,Rockaways,2009-2011,2009,1,1,47.8
5741,375,Nitrogen dioxide (NO2),Mean,ppb,CD,317.0,East Flatbush (CD17),Winter 2010-11,2010,12,1,30.6
3772,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,310.0,Bay Ridge and Dyker Heights (CD10),Winter 2012-13,2012,12,1,10.1
15934,644,Annual vehicle miles traveled (cars),Million miles,per square mile,CD,209.0,Parkchester and Soundview (CD9),2019,2019,1,1,65.9
6833,659,Asthma emergency departments visits due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,210.0,Coney Island - Sheepshead Bay,2015-2017,2015,1,1,27.7
9475,655,Asthma hospitalizations due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",UHF42,210.0,Coney Island - Sheepshead Bay,2005-2007,2005,1,1,7.5
3009,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,410.0,Rockaways,Winter 2011-12,2011,12,1,6.7
13626,386,Ozone (O3),Mean,ppb,UHF42,105.0,Crotona -Tremont,Summer 2017,2017,6,1,27.8
17639,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,101.0,Kingsbridge - Riverdale,Summer 2009,2009,6,1,19.5
6302,650,Respiratory hospitalizations due to PM2.5 (age 20+),Estimated annual rate,"per 100,000 adults",UHF42,107.0,Hunts Point - Mott Haven,2005-2007,2005,1,1,41.0
6109,386,Ozone (O3),Mean,ppb,UHF42,203.0,Bedford Stuyvesant - Crown Heights,Summer 2012,2012,6,1,32.1
9576,375,Nitrogen dioxide (NO2),Mean,ppb,CD,410.0,South Ozone Park and Howard Beach (CD10),Winter 2018-19,2018,12,1,19.7
17246,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,309310.0,Union Square-Lower Manhattan,Winter 2017-18,2017,12,1,28.7
5653,647,Outdoor Air Toxics - Formaldehyde,Annual average concentration,Âµg/m3,UHF42,302.0,Central Harlem - Morningside Heights,2014,2014,1,1,1.7
5454,386,Ozone (O3),Mean,ppb,UHF42,105.0,Crotona -Tremont,Summer 2012,2012,6,1,33.4
8474,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,201.0,Mott Haven and Melrose (CD1),Summer 2013,2013,6,1,11.2
7568,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,306.0,Chelsea - Clinton,Annual Average 2016,2015,12,31,28.4
8526,375,Nitrogen dioxide (NO2),Mean,ppb,CD,209.0,Parkchester and Soundview (CD9),Annual Average 2017,2017,1,1,19.5
5487,386,Ozone (O3),Mean,ppb,CD,308.0,Crown Heights and Prospect Heights (CD8),Summer 2020,2020,6,1,29.1
4537,386,Ozone (O3),Mean,ppb,CD,209.0,Parkchester and Soundview (CD9),Summer 2010,2010,6,1,33.5
14766,375,Nitrogen dioxide (NO2),Mean,ppb,CD,312.0,Borough Park (CD12),Winter 2009-10,2009,12,1,28.3
13957,386,Ozone (O3),Mean,ppb,UHF34,105106107.0,South Bronx,Summer 2019,2019,6,1,29.2
7726,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,411.0,Bayside and Little Neck (CD11),Annual Average 2017,2017,1,1,7.0
3532,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,101.0,Kingsbridge - Riverdale,Annual Average 2014,2013,12,1,17.1
6361,375,Nitrogen dioxide (NO2),Mean,ppb,CD,108.0,Upper East Side (CD8),Summer 2009,2009,6,1,31.1
344,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,307.0,Sunset Park (CD7),Summer 2009,2009,6,1,11.5
10953,659,Asthma emergency departments visits due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,209.0,Bensonhurst - Bay Ridge,2009-2011,2009,1,1,13.7
9290,375,Nitrogen dioxide (NO2),Mean,ppb,CD,406.0,Rego Park and Forest Hills (CD6),Annual Average 2011,2010,12,1,24.1
15057,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,408.0,Jamaica,Summer 2019,2019,6,1,13.1
17808,657,Asthma emergency department visits due to PM2.5,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,408.0,Jamaica,2017-2019,2017,1,1,23.0
17468,643,Annual vehicle miles traveled,Million miles,per square mile,CD,302.0,Fort Greene and Brooklyn Heights (CD2),2005,2005,1,1,104.1
11656,375,Nitrogen dioxide (NO2),Mean,ppb,CD,103.0,Lower East Side and Chinatown (CD3),Winter 2019-20,2019,12,1,29.8
17095,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,101.0,Kingsbridge - Riverdale,Annual Average 2019,2019,1,1,13.5
145,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,104.0,Pelham - Throgs Neck,Annual Average 2009,2008,12,1,10.6
412,375,Nitrogen dioxide (NO2),Mean,ppb,CD,412.0,Jamaica and Hollis (CD12),Winter 2020-21,2020,12,1,20.9
947,375,Nitrogen dioxide (NO2),Mean,ppb,CD,210.0,Throgs Neck and Co-op City (CD10),Summer 2017,2017,6,1,13.5
16088,653,Asthma emergency departments visits due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",Citywide,1.0,New York City,2017-2019,2017,1,1,85.0
14756,375,Nitrogen dioxide (NO2),Mean,ppb,CD,312.0,Borough Park (CD12),Winter 2010-11,2010,12,1,30.4
14602,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,403.0,Flushing - Clearview,Annual Average 2022,2022,1,1,5.9
17289,645,Annual vehicle miles traveled (trucks),Million miles,per square mile,CD,302.0,Fort Greene and Brooklyn Heights (CD2),2005,2005,1,1,7.4
4394,386,Ozone (O3),Mean,ppb,CD,212.0,Williamsbridge and Baychester (CD12),Summer 2022,2022,6,1,31.8
15248,661,Asthma hospitalizations due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,503.0,Willowbrook,2012-2014,2012,1,2,3.6
2579,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,212.0,Williamsbridge and Baychester (CD12),Summer 2011,2011,6,1,11.3
9926,375,Nitrogen dioxide (NO2),Mean,ppb,CD,411.0,Bayside and Little Neck (CD11),Annual Average 2011,2010,12,1,19.9
2634,643,Annual vehicle miles traveled,Million miles,per square mile,UHF42,310.0,Lower Manhattan,2010,2010,1,1,91.5
12132,645,Annual vehicle miles traveled (trucks),Million miles,per square mile,UHF42,306.0,Chelsea - Clinton,2010,2010,1,1,8.5
10918,643,Annual vehicle miles traveled,Million miles,per square mile,UHF42,106.0,High Bridge - Morrisania,2010,2010,1,1,77.1
280,375,Nitrogen dioxide (NO2),Mean,ppb,CD,210.0,Throgs Neck and Co-op City (CD10),Annual Average 2017,2017,1,1,18.1
11512,375,Nitrogen dioxide (NO2),Mean,ppb,CD,112.0,Washington Heights and Inwood (CD12),Winter 2014-15,2014,12,1,24.1
5539,661,Asthma hospitalizations due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,308.0,Greenwich Village - SoHo,2009-2011,2009,1,1,1.0
13306,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,407.0,Flushing and Whitestone (CD7),Annual Average 2011,2010,12,1,10.1
6403,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,501502.0,Northern SI,Summer 2018,2018,6,1,7.6
1926,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,210.0,Coney Island - Sheepshead Bay,Winter 2021-22,2021,12,1,6.6
4422,657,Asthma emergency department visits due to PM2.5,Estimated annual rate (age 18+),"per 100,000 adults",Borough,4.0,Queens,2012-2014,2012,1,2,20.6
17999,644,Annual vehicle miles traveled (cars),Million miles,per square mile,CD,204.0,Highbridge and Concourse (CD4),2005,2005,1,1,87.3
12659,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,105106107.0,South Bronx,Winter 2020-21,2020,12,1,6.8
14906,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,310.0,Bay Ridge and Dyker Heights (CD10),Summer 2016,2016,6,1,8.2
11096,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,203.0,Bedford Stuyvesant - Crown Heights,Winter 2014-15,2014,12,1,26.4
12179,375,Nitrogen dioxide (NO2),Mean,ppb,CD,408.0,Hillcrest and Fresh Meadows (CD8),Summer 2011,2011,6,1,17.2
1171,375,Nitrogen dioxide (NO2),Mean,ppb,CD,305.0,East New York and Starrett City (CD5),Annual Average 2020,2020,1,1,15.5
3050,643,Annual vehicle miles traveled,Million miles,per square mile,UHF42,201.0,Greenpoint,2010,2010,1,1,70.7
15015,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,104.0,Pelham - Throgs Neck,Summer 2015,2015,6,1,15.1
2066,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,414.0,Rockaway and Broad Channel (CD14),Summer 2011,2011,6,1,10.6
5224,650,Respiratory hospitalizations due to PM2.5 (age 20+),Estimated annual rate,"per 100,000 adults",UHF42,104.0,Pelham - Throgs Neck,2012-2014,2012,1,2,13.9
9121,652,Cardiac and respiratory deaths due to Ozone,Estimated annual rate,"per 100,000",UHF42,301.0,Washington Heights,2015-2017,2015,1,1,3.3
7511,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,408.0,Hillcrest and Fresh Meadows (CD8),Winter 2011-12,2011,12,1,9.0
320,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,203.0,Bedford Stuyvesant - Crown Heights,Winter 2014-15,2014,12,1,26.4
4687,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,202.0,Downtown - Heights - Slope,Summer 2019,2019,6,1,8.9
16880,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,408.0,Jamaica,Winter 2016-17,2016,12,1,7.9
6010,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,313.0,Coney Island (CD13),Summer 2017,2017,6,1,8.1
4613,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,403.0,Flushing - Clearview,Summer 2020,2020,6,1,7.1
3220,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,107.0,Hunts Point - Mott Haven,Summer 2014,2014,6,1,7.6
13177,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,503.0,Willowbrook,Annual Average 2018,2018,1,1,6.6
12564,646,Outdoor Air Toxics - Benzene,Annual average concentration,Âµg/m3,UHF42,209.0,Bensonhurst - Bay Ridge,2005,2005,1,1,2.8
5587,661,Asthma hospitalizations due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,209.0,Bensonhurst - Bay Ridge,2015-2017,2015,1,1,1.4
13731,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,408.0,Jamaica,Annual Average 2013,2012,12,1,8.3
13586,375,Nitrogen dioxide (NO2),Mean,ppb,CD,105.0,Midtown (CD5),Summer 2009,2009,6,1,45.0
10277,652,Cardiac and respiratory deaths due to Ozone,Estimated annual rate,"per 100,000",UHF42,106.0,High Bridge - Morrisania,2017-2019,2017,1,1,4.0
16633,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,301.0,Washington Heights,Annual Average 2019,2019,1,1,17.3
5420,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,103.0,Fordham - Bronx Pk,Annual Average 2013,2012,12,1,19.9
17730,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,304.0,Bushwick (CD4),Annual Average 2022,2022,1,1,6.3
14500,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,401.0,Long Island City and Astoria (CD1),Summer 2020,2020,6,1,7.4
2412,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,205.0,Sunset Park,Annual Average 2013,2012,12,1,9.1
4336,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,309.0,South Crown Heights and Lefferts Gardens (CD9),Winter 2009-10,2009,12,1,10.4
7192,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,302.0,Central Harlem - Morningside Heights,Annual Average 2021,2021,1,1,18.2
14477,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,204.0,East New York,Annual Average 2019,2019,1,1,6.6
14991,386,Ozone (O3),Mean,ppb,UHF42,402.0,West Queens,Summer 2011,2011,6,1,33.0
5317,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,109.0,Morningside Heights and Hamilton Heights (CD9),Summer 2020,2020,6,1,7.3
844,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,402.0,West Queens,Annual Average 2022,2022,1,1,6.2
7131,657,Asthma emergency department visits due to PM2.5,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,403.0,Flushing - Clearview,2017-2019,2017,1,1,6.0
5516,650,Respiratory hospitalizations due to PM2.5 (age 20+),Estimated annual rate,"per 100,000 adults",UHF42,207.0,East Flatbush - Flatbush,2005-2007,2005,1,1,13.3
5729,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,307.0,Gramercy Park - Murray Hill,Summer 2021,2021,6,1,10.1
11918,375,Nitrogen dioxide (NO2),Mean,ppb,CD,502.0,South Beach and Willowbrook (CD2),Winter 2014-15,2014,12,1,19.6
7840,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,302.0,Central Harlem - Morningside Heights,Winter 2011-12,2011,12,1,10.9
11295,643,Annual vehicle miles traveled,Million miles,per square mile,CD,208.0,Riverdale and Fieldston (CD8),2010,2010,1,1,40.2
17994,644,Annual vehicle miles traveled (cars),Million miles,per square mile,UHF42,408.0,Jamaica,2005,2005,1,1,39.1
4798,375,Nitrogen dioxide (NO2),Mean,ppb,CD,406.0,Rego Park and Forest Hills (CD6),Summer 2016,2016,6,1,14.5
2205,375,Nitrogen dioxide (NO2),Mean,ppb,CD,207.0,Kingsbridge Heights and Bedford (CD7),Summer 2010,2010,6,1,21.5
4873,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,112.0,Washington Heights and Inwood (CD12),Summer 2022,2022,6,1,7.2
15264,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,503504.0,Southern SI,Annual Average 2022,2022,1,1,5.1
6289,375,Nitrogen dioxide (NO2),Mean,ppb,CD,103.0,Lower East Side and Chinatown (CD3),Summer 2011,2011,6,1,26.2
10310,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,207.0,East Flatbush - Flatbush,Winter 2009-10,2009,12,1,28.1
10667,386,Ozone (O3),Mean,ppb,CD,408.0,Hillcrest and Fresh Meadows (CD8),2-Year Summer Average 2009-2010,2009,6,1,27.6
6066,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,210.0,Coney Island - Sheepshead Bay,Summer 2022,2022,6,1,8.5
620,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,103.0,Fordham - Bronx Pk,Summer 2009,2009,6,1,21.2
9767,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,201.0,Mott Haven and Melrose (CD1),Summer 2019,2019,6,1,8.9
7965,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,105106107.0,South Bronx,Summer 2015,2015,6,1,10.3
3849,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,208.0,Riverdale and Fieldston (CD8),Winter 2016-17,2016,12,1,7.9
2418,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,409.0,Southeast Queens,Summer 2015,2015,6,1,8.8
15916,640,Boiler Emissions- Total SO2 Emissions,Number per km2,number,UHF42,503.0,Willowbrook,2015,2015,1,1,0.0
7721,386,Ozone (O3),Mean,ppb,CD,411.0,Bayside and Little Neck (CD11),Summer 2016,2016,6,1,33.1
5874,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,307.0,Gramercy Park - Murray Hill,Winter 2014-15,2014,12,1,12.6
7742,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,411.0,Bayside and Little Neck (CD11),Annual Average 2012,2011,12,1,8.5
7168,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,407.0,Flushing and Whitestone (CD7),Annual Average 2016,2015,12,31,7.3
17420,644,Annual vehicle miles traveled (cars),Million miles,per square mile,Citywide,1.0,New York City,2010,2010,1,1,53.4
17358,386,Ozone (O3),Mean,ppb,UHF34,402.0,West Queens,Summer 2012,2012,6,1,33.6
16230,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,305.0,Upper East Side,Winter 2013-14,2013,12,1,14.4
15679,375,Nitrogen dioxide (NO2),Mean,ppb,Citywide,1.0,New York City,Annual Average 2018,2018,1,1,17.0
16174,652,Cardiac and respiratory deaths due to Ozone,Estimated annual rate,"per 100,000",UHF42,104.0,Pelham - Throgs Neck,2012-2014,2012,1,2,5.5
4772,650,Respiratory hospitalizations due to PM2.5 (age 20+),Estimated annual rate,"per 100,000 adults",UHF42,206.0,Borough Park,2015-2017,2015,1,1,8.8
10576,661,Asthma hospitalizations due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,301.0,Washington Heights,2005-2007,2005,1,1,6.6
12,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,409.0,Southeast Queens,Annual Average 2017,2017,1,1,6.8
165,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,407.0,Southwest Queens,Summer 2013,2013,6,1,16.6
1334,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,409.0,Southeast Queens,Annual Average 2013,2012,12,1,7.9
9088,642,Boiler Emissions- Total NOx Emissions,Number per km2,number,UHF42,306.0,Chelsea - Clinton,2015,2015,1,1,181.5
6512,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,404.0,Elmhurst and Corona (CD4),Annual Average 2015,2015,1,1,8.7
11562,661,Asthma hospitalizations due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,305.0,Upper East Side,2009-2011,2009,1,1,1.4
13241,386,Ozone (O3),Mean,ppb,CD,501.0,St. George and Stapleton (CD1),2-Year Summer Average 2009-2010,2009,6,1,29.0
12921,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,305307.0,Upper East Side-Gramercy,Annual Average 2014,2013,12,1,31.0
6959,375,Nitrogen dioxide (NO2),Mean,ppb,CD,303.0,Bedford Stuyvesant (CD3),Summer 2018,2018,6,1,14.8
